"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",11.081,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",12.001,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",10.72,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",10.635,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",10.102,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",12.292,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",11.539,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",11.232,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",12.479,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",12.1,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",12.192,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",12.641,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",12.793,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2022"",12.995,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2023"",13.193,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2024"",13.394,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2025"",13.595,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2026"",13.799,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2027"",14.005,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2028"",14.214,"
"CHL,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2029"",14.427,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1990"",1.791,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1991"",2.194,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1992"",2.349,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1993"",2.344,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1994"",2.622,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1995"",2.356,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1996"",2.588,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1997"",2.65,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1998"",2.589,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1999"",2.48,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2000"",3.26,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",2.868,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",3.585,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",3.296,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",2.868,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",3.28,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",3.655,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",3.972,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",3.599,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",4.311,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",4.158,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",4.808,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",5.149,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",5.057,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",5.396,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",4.178,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",5.562,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",4.857,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",5.238,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",5.364,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",5.467,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",5.573,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2022"",5.676,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2023"",5.779,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2024"",5.883,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2025"",5.986,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2026"",6.089,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2027"",6.193,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2028"",6.296,"
"BRA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2029"",6.399,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1990"",1.518,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1991"",1.376,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1992"",1.676,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1993"",1.602,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1994"",1.448,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1995"",1.595,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1996"",1.709,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1997"",1.711,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1998"",1.755,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1999"",1.792,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2000"",1.822,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",1.999,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",1.681,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",2.041,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",1.908,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",1.939,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",1.913,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",2.335,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",2.414,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",2.024,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",2.54,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",2.478,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",2.556,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",2.573,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",2.611,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",2.597,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",2.689,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",3.035,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",2.984,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",2.99,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",3.097,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",3.145,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2022"",3.194,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2023"",3.243,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2024"",3.294,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2025"",3.344,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2026"",3.396,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2027"",3.448,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2028"",3.5,"
"IND,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2029"",3.554,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1990"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1991"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1992"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1993"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1994"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1995"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1996"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1997"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1998"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1999"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2000"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2022"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2023"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2024"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2025"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2026"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2027"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2028"",0,"
"NOR,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2029"",0,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1990"",2.409,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1991"",2.711,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1992"",2.971,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1993"",2.653,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1994"",2.882,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1995"",3.284,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1996"",3.447,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1997"",3.199,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1998"",3.348,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1999"",3.563,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2000"",3.672,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",3.734,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",3.73,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",3.854,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",3.871,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",3.828,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",3.957,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",3.929,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",4.074,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",4.177,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",4.061,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",4.203,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",4.178,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",4.048,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",4.178,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",4.15,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",4.234,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",4.598,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",4.649,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",4.672,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",4.786,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",4.861,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2022"",4.932,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2023"",5.005,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2024"",5.082,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2025"",5.16,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2026"",5.238,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2027"",5.319,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2028"",5.4,"
"THA,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2029"",5.482,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1990"",2,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1991"",2,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1992"",666668.17,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1993"",0.954,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1994"",1.058,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1995"",1.842,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1996"",1.458,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1997"",1.739,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1998"",1.618,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1999"",1.715,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2000"",1.62,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",1.742,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",1.875,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",1.532,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",1.613,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",2.006,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",2.641,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",1.969,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",2.137,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",2.204,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",2.814,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",3.092,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",2.997,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",3.225,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",3.627,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",3.951,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",3.933,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",4.209,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",4.758,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",4.712,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",4.6,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",4.661,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2022"",4.721,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2023"",4.783,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2024"",4.845,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2025"",4.908,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2026"",4.972,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2027"",5.037,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2028"",5.103,"
"ETH,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2029"",5.169,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1990"",2.257,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1991"",0.785,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1992"",2.284,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1993"",2.848,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1994"",1.38,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1995"",2.704,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1996"",2.52,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1997"",2.161,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1998"",2.233,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1999"",2.998,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2000"",2.411,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",2.852,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",2.658,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",3.031,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",3.635,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",3.413,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",2.533,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",3.993,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",4.339,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",4.113,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",3.821,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",4.062,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",3.874,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",4.768,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",3.487,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",3.714,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",5.86,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",5.696,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",5.057,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",5.369,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",5.525,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",5.601,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2022"",5.687,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2023"",5.772,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2024"",5.859,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2025"",5.945,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2026"",6.033,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2027"",6.122,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2028"",6.212,"
"ZAF,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2029"",6.303,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1990"",1.924,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1991"",1.884,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1992"",2.163,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1993"",2.089,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1994"",1.959,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1995"",2.02,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1996"",1.981,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1997"",2.101,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1998"",2.312,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""1999"",2.41,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2000"",2.591,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2001"",3.603,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2002"",3.659,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2003"",3.484,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2004"",3.472,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2005"",3.795,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2006"",3.942,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2007"",4.142,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2008"",4.182,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2009"",4.258,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2010"",4.29,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2011"",4.548,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2012"",4.469,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2013"",3.142,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2014"",3.39,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2015"",3.255,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2016"",3.32,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2017"",3.439,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2018"",3.378,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2019"",3.437,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2020"",3.524,"
"PER,""CROPYIELD"",""MAIZE"",""TONNE_HA"",""A"",""2021"",3.577,"
